ref_no,title,make,model,year,mileage,engine_cc,transmission,fuel,seats,location,price_usd,total_price_usd,price_ugx,total_price_ugx,url
CB205273,2010 DAIHATSU MOVE CONTE,DAIHATSU,MOVE,2010/9,"77,072 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/move-conte/cb205273/id/13262687/
CB205274,2007 SUZUKI WAGON R,SUZUKI,WAGON,2007/1,"71,881 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb205274/id/13262688/
CB205275,2014 NISSAN NISSAN OTHERS,NISSAN,NISSAN,2014/6,"84,498 km","1,600cc",AT,Petrol,2,Location,,,,,/nissan/nissan-others/cb205275/id/13262689/
CB205278,2017 SUZUKI SPACIA,SUZUKI,SPACIA,2017/5,"106,131 km",660cc,CVT,Hybrid(Petrol),4,Location,,,,,/suzuki/spacia/cb205278/id/13262692/
CB205279,2014 SUZUKI HUSTLER,SUZUKI,HUSTLER,2014/7,"59,900 km",660cc,CVT,Petrol,4,Location,,,,,/suzuki/hustler/cb205279/id/13262693/
CB205280,2012 TOYOTA AQUA,TOYOTA,AQUA,2012/5,"69,500 km","1,500cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/aqua/cb205280/id/13262694/
CB205281,2015 TOYOTA MARK X,TOYOTA,MARK,2015/7,"102,200 km","2,500cc",AT,Petrol,5,Location,,,,,/toyota/mark-x/cb205281/id/13262695/
CB205282,2020 BMW X4,BMW,X4,2020/11,"42,600 km","2,000cc",AT,Petrol,5,Location,,,,,/bmw/x4/cb205282/id/13262696/
CB205283,2013 AUDI Q3,AUDI,Q3,2013/5,"65,400 km","2,000cc",AT,Petrol,5,Location,,,,,/audi/q3/cb205283/id/13262697/
CB205284,2006 HONDA VAMOS,HONDA,VAMOS,2006/4,"94,851 km",660cc,AT,Petrol,4,Location,,,,,/honda/vamos/cb205284/id/13262698/
CB205285,2013 MAZDA BIANTE,MAZDA,BIANTE,2013/3,"68,356 km","2,000cc",AT,Petrol,8,Location,,,,,/mazda/biante/cb205285/id/13262699/
CB205286,2008 SUZUKI EVERY WAGON,SUZUKI,EVERY,2008/11,"89,559 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/every-wagon/cb205286/id/13262700/
CB205287,2004 DAIHATSU COPEN,DAIHATSU,COPEN,2004/9,"62,711 km",660cc,AT,Petrol,2,Location,,,,,/daihatsu/copen/cb205287/id/13262701/
CB205288,2012 DAIHATSU MOVE CONTE,DAIHATSU,MOVE,2012/1,"72,868 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/move-conte/cb205288/id/13262702/
CB205289,2012 TOYOTA AQUA,TOYOTA,AQUA,2012/1,"42,680 km","1,500cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/aqua/cb205289/id/13262703/
CB205290,2014 MAZDA DEMIO,MAZDA,DEMIO,2014/1,"66,273 km","1,500cc",AT,Diesel,5,Location,,,,,/mazda/demio/cb205290/id/13262704/
CB205291,2013 NISSAN MARCH,NISSAN,MARCH,2013/1,"42,838 km","1,200cc",CVT,Petrol,5,Location,,,,,/nissan/march/cb205291/id/13262705/
CB205292,2009 NISSAN DUALIS,NISSAN,DUALIS,2009/9,"63,628 km","2,000cc",CVT,Petrol,5,Location,,,,,/nissan/dualis/cb205292/id/13262706/
CB205293,2014 SUZUKI SPACIA,SUZUKI,SPACIA,2014/1,"53,921 km",660cc,CVT,Petrol,4,Location,,,,,/suzuki/spacia/cb205293/id/13262707/
CB205294,2019 DAIHATSU MIRA ES,DAIHATSU,MIRA,2019/1,"56,312 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/mira-es/cb205294/id/13262708/
CB205269,"2024 MAZDA MAZDA2
                                 1.3 C",MAZDA,MAZDA2,2024,"11,300 km","1,299cc",AT,Petrol,5,Location,,,,,/mazda/mazda2/cb205269/id/13262683/
CB205268,"2024 MAZDA MAZDA2
                                 1.3 S",MAZDA,MAZDA2,2024,"31,000 km","1,299cc",AT,Petrol,5,Location,,,,,/mazda/mazda2/cb205268/id/13262682/
CB205267,"2024 MAZDA MAZDA2
                                 1.3 SPORT S LEATHER",MAZDA,MAZDA2,2024,"15,200 km","1,299cc",AT,Petrol,5,Location,,,,,/mazda/mazda2/cb205267/id/13262681/
CB205266,"2012 BMW 5 SERIES
                                 2.0 TURBO FULL-SPECS NO-ACCI",BMW,5,2012,"236,654 km","1,997cc",AT,Petrol,5,Location,,,,,/bmw/5-series/cb205266/id/13262680/
BY908882,2012 NISSAN X-TRAIL,NISSAN,X-TRAIL,2012/7,"130,000 km","2,000cc",AT,Diesel,5,Location,,,,,/nissan/x-trail/by908882/id/12061653/
BY867917,2010 TOYOTA CROWN,TOYOTA,CROWN,2010/3,"57,000 km","2,500cc",AT,Petrol,5,Location,,,,,/toyota/crown/by867917/id/12020263/
BY387731,2010 HONDA CR-Z,HONDA,CR-Z,2010/7,"81,000 km","1,500cc",CVT,Hybrid(Petrol),4,Location,,,,,/honda/cr-z/by387731/id/11535612/
BY267318,2017 DAIHATSU HIJET TRUCK,DAIHATSU,HIJET,2017/7,"77,000 km",660cc,AT,Petrol,2,Location,,,,,/daihatsu/hijet-truck/by267318/id/11414021/
BX725501,2019 SUBARU FORESTER,SUBARU,FORESTER,2019/2,"57,000 km","2,500cc",CVT,Petrol,5,Location,,,,,/subaru/forester/bx725501/id/10951912/
BX575104,2016 LAND ROVER RANGE ROVER SPORT,LAND,ROVER,2016/1,"28,000 km","3,000cc",AT,Petrol,5,Location,,,,,/land-rover/range-rover-sport/bx575104/id/10800412/
BX561990,2013 MITSUBISHI DELICA D5,MITSUBISHI,DELICA,2013/8,"126,000 km","2,200cc",AT,Diesel,8,Location,,,,,/mitsubishi/delica-d5/bx561990/id/10786214/
BX436617,2017 HONDA N BOX,HONDA,N,2017/12,"77,000 km",660cc,CVT,Petrol,4,Location,,,,,/honda/n-box/bx436617/id/10660928/
BX436615,2015 DAIHATSU CAST,DAIHATSU,CAST,2015/12,"67,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/cast/bx436615/id/10660926/
BW621086,2022 NISSAN SERENA,NISSAN,SERENA,2022/6,"65,000 km","2,000cc",CVT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/bw621086/id/9883552/
CA072671,2014 TOYOTA HIACE WAGON,TOYOTA,HIACE,2014/2,"43,000 km","2,700cc",AT,Petrol,10,Location,,,,,/toyota/hiace-wagon/ca072671/id/12155244/
CA717450,2023 TOYOTA HIACE VAN,TOYOTA,HIACE,2023/10,"33,000 km","2,700cc",AT,Petrol,2,Location,,,,,/toyota/hiace-van/ca717450/id/12805441/
CA717449,2024 DAIHATSU TANTO,DAIHATSU,TANTO,2024/4,"7,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/ca717449/id/12805440/
CA692928,2008 NISSAN CUBE,NISSAN,CUBE,2008/3,"57,000 km","1,400cc",AT,Petrol,5,Location,,,,,/nissan/cube/ca692928/id/12780202/
CA680686,2020 HONDA FIT,HONDA,FIT,2020/7,"55,000 km","1,500cc",CVT,Hybrid(Petrol),5,Location,,,,,/honda/fit/ca680686/id/12768254/
CA549587,2006 TOYOTA ALPHARD,TOYOTA,ALPHARD,2006/6,"110,000 km","3,000cc",AT,Petrol,8,Location,,,,,/toyota/alphard/ca549587/id/12635346/
CA514204,2019 TOYOTA NOAH,TOYOTA,NOAH,2019/6,"77,000 km","2,000cc",CVT,Petrol,8,Location,,,,,/toyota/noah/ca514204/id/12600486/
CA514195,2020 NISSAN DAYZ,NISSAN,DAYZ,2020/7,"42,000 km",660cc,CVT,Hybrid(Petrol),4,Location,,,,,/nissan/dayz/ca514195/id/12600477/
CA488982,2018 JEEP COMPASS,JEEP,COMPASS,2018/3,"63,000 km","2,400cc",AT,Petrol,5,Location,,,,,/jeep/compass/ca488982/id/12575372/
CA479319,2013 MITSUBISHI PAJERO,MITSUBISHI,PAJERO,2013/5,"185,000 km","3,200cc",AT,Diesel,7,Location,,,,,/mitsubishi/pajero/ca479319/id/12564754/
CA488980,2013 NISSAN JUKE,NISSAN,JUKE,2013/5,"132,000 km","1,600cc",CVT,Petrol,5,Location,,,,,/nissan/juke/ca488980/id/12575370/
CA454656,2025 SUZUKI JIMNY,SUZUKI,JIMNY,2025/3,14 km,660cc,AT,Petrol,4,Location,,,,,/suzuki/jimny/ca454656/id/12540276/
CA442898,2018 DAIHATSU MIRA,DAIHATSU,MIRA,2018/11,"46,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/mira/ca442898/id/12528454/
CA442897,2015 TOYOTA MARK X,TOYOTA,MARK,2015/6,"11,000 km","2,500cc",AT,Petrol,5,Location,,,,,/toyota/mark-x/ca442897/id/12528453/
CA442896,2020 SUZUKI JIMNY,SUZUKI,JIMNY,2020/7,"42,000 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/jimny/ca442896/id/12528452/
CA442895,2024 MAZDA CAROL,MAZDA,CAROL,2024/3,"20,000 km",660cc,CVT,Hybrid(Petrol),4,Location,,,,,/mazda/carol/ca442895/id/12528451/
CA369100,2019 TOYOTA ROOMY,TOYOTA,ROOMY,2019/7,"67,000 km","1,000cc",CVT,Petrol,5,Location,,,,,/toyota/roomy/ca369100/id/12453941/
CA187122,2014 SUBARU LEGACY B4,SUBARU,LEGACY,2014/10,"73,000 km","2,500cc",CVT,Petrol,5,Location,,,,,/subaru/legacy-b4/ca187122/id/12270389/
CA399695,2014 SUBARU LEVORG,SUBARU,LEVORG,2014/11,"112,000 km","1,600cc",CVT,Petrol,5,Location,,,,,/subaru/levorg/ca399695/id/12484425/
CA281102,2017 SUZUKI HUSTLER,SUZUKI,HUSTLER,2017/4,"28,336 km",660cc,CVT,Hybrid(Petrol),4,Location,,,,,/suzuki/hustler/ca281102/id/12365352/
BR942339,2018 TOYOTA ROOMY,TOYOTA,ROOMY,2018/10,"62,000 km","1,000cc",CVT,Petrol,5,Location,,,,,/toyota/roomy/br942339/id/7352118/
CB205257,"2022 TOYOTA COROLLA ALTIS
                                 1.6 G",TOYOTA,COROLLA,2022,"96,700 km","1,598cc",AT,Petrol,5,Location,,,,,/toyota/corolla-altis/cb205257/id/13262671/
CA442884,2023 AUDI E- TRON,AUDI,E-,2023/3,"31,375 km",,AT,Electric,5,Location,,,,,/audi/e-tron/ca442884/id/12528434/
CB205255,2020 SUBARU IMPREZA SPORTS,SUBARU,IMPREZA,2020/1,"47,482 km","1,600cc",CVT,Petrol,5,Location,,,,,/subaru/impreza-sports/cb205255/id/13262669/
CB205256,2013 LAND ROVER RANGE ROVER EVOQUE,LAND,ROVER,2013/2,"76,574 km","2,000cc",AT,Petrol,5,Location,,,,,/land-rover/range-rover-evoque/cb205256/id/13262670/
CB205258,2014 TOYOTA VOXY,TOYOTA,VOXY,2014/8,"97,494 km","2,000cc",CVT,Petrol,7,Location,,,,,/toyota/voxy/cb205258/id/13262672/
CB205259,2013 TOYOTA ESTIMA,TOYOTA,ESTIMA,2013/10,"109,612 km","2,400cc",CVT,Petrol,7,Location,,,,,/toyota/estima/cb205259/id/13262673/
CB205260,2022 TOYOTA YARIS,TOYOTA,YARIS,2022/10,"107,173 km","1,500cc",CVT,Petrol,5,Location,,,,,/toyota/yaris/cb205260/id/13262674/
CB205261,2011 NISSAN ELGRAND,NISSAN,ELGRAND,2011/11,"59,000 km","3,500cc",CVT,Petrol,8,Location,,,,,/nissan/elgrand/cb205261/id/13262675/
CB205262,2019 HONDA N BOX,HONDA,N,2019/5,"26,807 km",660cc,CVT,Petrol,4,Location,,,,,/honda/n-box/cb205262/id/13262676/
CB205263,2014 MAZDA FLAIR WAGON,MAZDA,FLAIR,2014/4,"67,000 km",660cc,CVT,Petrol,4,Location,,,,,/mazda/flair-wagon/cb205263/id/13262677/
CB205264,2015 DAIHATSU WAKE,DAIHATSU,WAKE,2015/9,"77,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/wake/cb205264/id/13262678/
CB205265,2010 NISSAN MOCO,NISSAN,MOCO,2010/3,"47,800 km",660cc,AT,Petrol,4,Location,,,,,/nissan/moco/cb205265/id/13262679/
CB205253,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2013/5,"64,059 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205253/id/13262667/
CB205254,"2020 MAZDA CX-30
                                 2.0 S",MAZDA,CX-30,2020,"88,060 km","1,998cc",AT,Petrol,5,Location,,,,,/mazda/cx-30/cb205254/id/13262668/
CB205213,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2014/4,"115,000 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205213/id/13262627/
CB205214,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2014/12,"88,219 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205214/id/13262628/
CB205215,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2014/5,"115,072 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205215/id/13262629/
CB205216,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2015/5,"77,224 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205216/id/13262630/
CB205217,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2015/3,"57,450 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205217/id/13262631/
CB205218,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2015/12,"56,953 mile","2,000cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205218/id/13262632/
CB205219,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2015/6,"88,000 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205219/id/13262633/
CB205220,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2015/7,"99,256 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205220/id/13262634/
CB205221,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2015/3,"95,970 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205221/id/13262635/
CB205222,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2016/9,"47,000 mile","2,000cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205222/id/13262636/
CB205223,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2016/3,"70,000 mile","2,000cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205223/id/13262637/
CB205224,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2016/10,"48,000 mile","2,000cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205224/id/13262638/
CB205225,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2016/4,"90,000 mile","2,000cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205225/id/13262639/
CB205226,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2016/3,"77,013 mile","2,000cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205226/id/13262640/
CB205227,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2016/3,"65,000 mile","2,000cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205227/id/13262641/
CB205228,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2016/3,"58,626 mile","2,000cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205228/id/13262642/
CB205229,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2016/9,"80,000 mile","2,000cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205229/id/13262643/
CB205230,"2017 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2017/9,"66,000 mile","2,000cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205230/id/13262644/
CB205231,"2017 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2017/10,"56,600 mile","2,000cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205231/id/13262645/
CB205232,"2017 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2017/10,"48,973 mile","2,000cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205232/id/13262646/
CB205233,"2017 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2017/6,"61,173 mile","2,000cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205233/id/13262647/
CB205234,"2012 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2012/9,"80,000 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205234/id/13262648/
CB205235,"2012 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2012/3,"61,256 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205235/id/13262649/
CB205236,"2012 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2012/9,"76,600 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205236/id/13262650/
CB205237,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2013/10,"51,000 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205237/id/13262651/
CB205238,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2013/3,"50,000 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205238/id/13262652/
CB205239,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2013/9,"73,102 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205239/id/13262653/
CB205240,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2013/3,"83,275 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205240/id/13262654/
CB205241,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2013/3,"67,000 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205241/id/13262655/
CB205242,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2013/10,"88,893 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205242/id/13262656/
CB205243,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2013/10,"125,000 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205243/id/13262657/
CB205244,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2013/8,"68,400 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205244/id/13262658/
CB205245,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2013/11,"97,404 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205245/id/13262659/
CB205246,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2013/11,"100,197 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205246/id/13262660/
CB205247,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2013/1,"56,542 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205247/id/13262661/
CB205248,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2013/6,"92,604 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205248/id/13262662/
CB205249,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2014/10,"105,000 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205249/id/13262663/
CB205250,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2014/9,"82,747 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205250/id/13262664/
CB205251,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2014/9,"73,400 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205251/id/13262665/
CB205252,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2014/5,"111,946 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205252/id/13262666/
CB205212,"2021 MAZDA CX-30
                                 2.0 S",MAZDA,CX-30,2021,"42,000 km","1,998cc",AT,Petrol,5,Location,,,,,/mazda/cx-30/cb205212/id/13262626/
BX545910,2020 DAIHATSU TAFT,DAIHATSU,TAFT,2020/7,"50,716 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/taft/bx545910/id/10770526/
BX629865,2022 TOYOTA HILUX,TOYOTA,HILUX,2022/9,"15,872 km","2,400cc",AT,Diesel,5,Location,,,,,/toyota/hilux/bx629865/id/10854774/
CB205195,"2011 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2011/9,"70,000 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205195/id/13262609/
CB205196,"2011 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2011/11,"92,000 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205196/id/13262610/
CB205197,"2011 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",LAND,ROVER,2011/9,"89,000 mile","2,200cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205197/id/13262611/
CB205194,"2017 HONDA HR-V
                                 1.8 E",HONDA,HR-V,2017,"90,000 km","1,799cc",AT,Petrol,5,Location,,,,,/honda/hr-v/cb205194/id/13262608/
CB205188,2013 TOYOTA 86,TOYOTA,86,2013/2,"108,959 km","2,000cc",MT,Petrol,4,Location,,,,,/toyota/86/cb205188/id/13262602/
CB205189,2012 MERCEDES-BENZ E-CLASS,MERCEDES-BENZ,E-CLASS,2012/12,"41,957 km","1,800cc",AT,Petrol,5,Location,,,,,/mercedes-benz/e-class/cb205189/id/13262603/
CB205190,2001 DAIHATSU HIJET TRUCK,DAIHATSU,HIJET,2001/1,"105,468 km",660cc,MT,Petrol,ASK,Location,,,,,/daihatsu/hijet-truck/cb205190/id/13262604/
CB205191,2013 SUBARU BRZ,SUBARU,BRZ,2013/3,"156,328 km","2,000cc",AT,Petrol,4,Location,,,,,/subaru/brz/cb205191/id/13262605/
CB205192,2011 DAIHATSU MOVE,DAIHATSU,MOVE,2011/2,"79,100 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/move/cb205192/id/13262606/
CB205193,2016 TOYOTA PRIUS,TOYOTA,PRIUS,2016/3,"106,000 km","1,800cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb205193/id/13262607/
CB205199,2020 SUZUKI WAGON R,SUZUKI,WAGON,2020/10,"9,975 km",660cc,AT,Hybrid(Petrol),4,Location,,,,,/suzuki/wagon-r/cb205199/id/13262613/
CB205200,2013 DAIHATSU MIRA COCOA,DAIHATSU,MIRA,2013/9,"54,695 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/mira-cocoa/cb205200/id/13262614/
CB205201,2003 DAIHATSU COPEN,DAIHATSU,COPEN,2003/1,"65,218 km",660cc,AT,Petrol,2,Location,,,,,/daihatsu/copen/cb205201/id/13262615/
CB205202,2013 DAIHATSU TANTO,DAIHATSU,TANTO,2013/11,"85,550 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb205202/id/13262616/
CB205203,2014 HONDA N-WGN,HONDA,N-WGN,2014/4,"116,995 km",660cc,CVT,Petrol,4,Location,,,,,/honda/n-wgn/cb205203/id/13262617/
CB205204,2001 DAIHATSU MIRAGINO,DAIHATSU,MIRAGINO,2001/5,"169,467 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/miragino/cb205204/id/13262618/
CB205205,2008 NISSAN X-TRAIL,NISSAN,X-TRAIL,2008/1,"90,608 km","2,000cc",CVT,Petrol,5,Location,,,,,/nissan/x-trail/cb205205/id/13262619/
CB205206,2011 DAIHATSU TANTO,DAIHATSU,TANTO,2011/1,"82,774 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb205206/id/13262620/
CB205207,2016 HONDA N BOX,HONDA,N,2016/11,"136,120 km",660cc,CVT,Petrol,4,Location,,,,,/honda/n-box/cb205207/id/13262621/
CB205208,2011 HONDA FIT HYBRID,HONDA,FIT,2011/1,"82,641 km","1,300cc",CVT,Hybrid(Petrol),5,Location,,,,,/honda/fit-hybrid/cb205208/id/13262622/
CB205209,2019 SUZUKI CARRY TRUCK,SUZUKI,CARRY,2019/7,"13,700 km",660cc,MT,Petrol,2,Location,,,,,/suzuki/carry-truck/cb205209/id/13262623/
CB205210,2013 SUZUKI WAGON R,SUZUKI,WAGON,2013/10,"75,950 km",660cc,CVT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb205210/id/13262624/
CB205211,2023 DAIHATSU TANTO,DAIHATSU,TANTO,2023/3,"29,500 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb205211/id/13262625/
CB205175,2015 SUBARU LEVORG,SUBARU,LEVORG,2015/9,"135,947 km","1,600cc",AT,Petrol,5,Location,,,,,/subaru/levorg/cb205175/id/13262589/
CB205176,2015 HONDA SHUTTLE,HONDA,SHUTTLE,2015/5,"148,951 km","1,500cc",AT,Hybrid(Petrol),5,Location,,,,,/honda/shuttle/cb205176/id/13262590/
CB205177,2014 TOYOTA HIACE VAN,TOYOTA,HIACE,2014/11,"137,548 km","3,000cc",AT,Diesel,ASK,Location,,,,,/toyota/hiace-van/cb205177/id/13262591/
CB205178,2008 SUBARU STELLA,SUBARU,STELLA,2008/11,"149,177 km",660cc,CVT,Petrol,4,Location,,,,,/subaru/stella/cb205178/id/13262592/
